type,state,county,city,in_state_rate,out_state_rate,provider_company,date_created
STATE,AK,,,$2.10,$2.10,securus, 02-28-23
STATE,AL,,,$0.75,$0.75,securus, 02-28-23
STATE,AR,,,$2.10,$2.10,securus, 02-28-23
STATE,AZ,,,$1.13,$1.54,ics, 02-28-23
STATE,CA,,,$0.00,$0.00,viapath, 02-28-23
STATE,CO,,,$1.20,$1.20,viapath, 02-28-23
STATE,CT,,,$0.00,$0.00,securus, 02-28-23
STATE,DE,,,$0.60,$0.60,viapath, 02-28-23
STATE,FL,,,$2.10,$2.10,securus, 02-28-23
STATE,GA,,,$2.10,$2.10,securus, 02-28-23
STATE,HI,,,$1.05,$1.05,viapath, 02-28-23
STATE,IA,,,$1.65,$1.65,viapath, 02-28-23
STATE,ID,,,$1.20,$1.20,ics, 02-28-23
STATE,IL,,,$0.14,$0.14,securus, 02-28-23
STATE,IN,,,$2.10,$2.10,viapath, 02-28-23
STATE,KS,,,$2.10,$2.10,ics, 02-28-23
STATE,KY,,,$2.10,$2.10,securus, 02-28-23
STATE,LA,,,$2.10,$2.10,securus, 02-28-23
STATE,MA,,,$1.80,$1.95,securus, 02-28-23
STATE,MD,,,$0.45,$0.45,viapath, 02-28-23
STATE,ME,,,$1.35,$1.35,viapath, 02-28-23
STATE,MI,,,$1.35,$1.35,viapath, 02-28-23
STATE,MN,,,$0.75,$0.75,viapath, 02-28-23
STATE,MO,,,$0.75,$0.75,securus, 02-28-23
STATE,MS,,,$0.30,$0.30,viapath, 02-28-23
STATE,MT,,,$1.50,$1.50,ics, 02-28-23
STATE,NC,,,$1.50,$1.50,viapath, 02-28-23
STATE,ND,,,$1.19,$1.19,securus, 02-28-23
STATE,NE,,,$0.45,$0.45,viapath, 02-28-23
STATE,NH,,,$0.15,$0.15,viapath, 02-28-23
STATE,NJ,,,$0.60,$0.60,viapath, 02-28-23
STATE,NM,,,$1.20,$1.20,securus, 02-28-23
STATE,NV,,,$1.65,$1.65,securus, 02-28-23
STATE,NY,,,$0.60,$0.60,securus, 02-28-23
STATE,OH,,,$0.30,$0.30,viapath, 02-28-23
STATE,OK,,,$2.10,$2.10,securus, 02-28-23
STATE,OR,,,$1.35,$1.35,ics, 02-28-23
STATE,PA,,,$0.89,$0.89,securus, 02-28-23
STATE,RI,,,$0.44,$0.44,securus, 02-28-23
STATE,SC,,,$0.90,$0.90,viapath, 02-28-23
STATE,SD,,,$0.90,$0.90,viapath, 02-28-23
STATE,TN,,,$1.65,$1.65,viapath, 02-28-23
STATE,TX,,,$0.90,$0.90,securus, 02-28-23
STATE,UT,,,$1.50,$1.50,viapath, 02-28-23
STATE,VA,,,$0.60,$0.60,viapath, 02-28-23
STATE,VT,,,$0.60,$1.05,viapath, 02-28-23
STATE,WA,,,$1.35,$1.35,viapath, 02-28-23
STATE,WI,,,$0.90,$0.90,ics, 02-28-23
STATE,WV,,,$0.60,$0.60,viapath, 02-28-23
STATE,WY,,,$1.65,$1.65,ics, 02-28-23
STATE,FBOP,,,$0.00,$0.00,viapath, 02-28-23
