type,state,county,city,in_state_rate,out_state_rate,provider_company,date_created
STATE,AK,,,0.9,0.9,securus,2025-09-12
STATE,AL,,,0.9,0.9,securus,2025-09-12
STATE,AR,,,2.1,2.1,securus,2025-09-12
STATE,AZ,,,1.14,1.14,ics,2025-09-12
STATE,CA,,,0.0,0.0,viapath,2025-09-12
STATE,CO,,,0.18,0.18,securus,2025-09-12
STATE,CT,,,0.0,0.0,securus,2025-09-12
STATE,DE,,,0.6,0.6,viapath,2025-09-12
STATE,FL,,,2.03,2.03,viapath,2025-09-12
STATE,GA,,,0.9,0.9,securus,2025-09-12
STATE,IL,,,0.14,0.14,securus,2025-09-12
STATE,IN,,,2.1,2.1,viapath,2025-09-12
STATE,KY,,,2.1,2.1,securus,2025-09-12
STATE,LA,,,0.9,0.9,securus,2025-09-12
STATE,MA,,,0.0,0.0,securus,2025-09-12
STATE,MD,,,0.48,0.48,viapath,2025-09-12
STATE,ME,,,0.9,0.9,viapath,2025-09-12
STATE,MI,,,1.1,1.1,viapath,2025-09-12
STATE,MN,,,0.0,0.0,viapath,2025-09-12
STATE,MO,,,0.75,0.75,securus,2025-09-12
STATE,MS,,,0.3,0.3,viapath,2025-09-12
STATE,NC,,,1.5,1.5,viapath,2025-09-12
STATE,ND,,,1.19,1.19,securus,2025-09-12
STATE,NE,,,0.49,0.49,viapath,2025-09-12
STATE,NM,,,1.2,1.2,securus,2025-09-12
STATE,NY,,,0.0,0.0,securus,2025-09-12
STATE,OH,,,0.3,0.3,viapath,2025-09-12
STATE,OK,,,2.1,2.1,securus,2025-09-12
STATE,PA,,,0.63,0.63,securus,2025-09-12
STATE,RI,,,0.44,0.44,securus,2025-09-12
STATE,SC,,,0.83,0.83,viapath,2025-09-12
STATE,SD,,,0.9,0.9,viapath,2025-09-12
STATE,TN,,,1.13,1.13,viapath,2025-09-12
STATE,TX,,,0.9,0.9,securus,2025-09-12
STATE,VA,,,0.61,0.61,viapath,2025-09-12
STATE,WA,,,0.75,0.75,securus,2025-09-12
STATE,WI,,,0.9,0.9,ics,2025-09-12
STATE,WV,,,0.6,0.6,viapath,2025-09-12
STATE,FBOP,,,0.0,0.0,viapath,2025-09-12
