type,state,county,city,in_state_rate,out_state_rate,provider_company,date_created
STATE,AK,,,$2.10,$2.10,securus,06-01-2024
STATE,AL,,,$0.75,$0.75,securus,06-01-2024
STATE,AR,,,$2.10,$2.10,securus,06-01-2024
STATE,AZ,,,$1.13,$1.13,ics,06-01-2024
STATE,CA,,,$0.00,$0.00,viapath,06-01-2024
STATE,CO,,,$0.21,$0.21,securus,06-01-2024
STATE,CT,,,$0.00,$0.00,securus,06-01-2024
STATE,DE,,,$0.60,$0.60,viapath,06-01-2024
STATE,FL,,,$2.03,$2.03,viapath,06-01-2024
STATE,GA,,,$2.10,$2.10,securus,06-01-2024
STATE,HI,,,$0.81,$0.81,viapath,06-01-2024
STATE,IA,,,$1.65,$1.65,ics,06-01-2024
STATE,ID,,,$1.20,$1.20,ics,06-01-2024
STATE,IL,,,$0.14,$0.14,securus,06-01-2024
STATE,IN,,,$2.10,$2.10,viapath,06-01-2024
STATE,KS,,,$1.05,$1.05,ics,06-01-2024
STATE,KY,,,$2.10,$2.10,securus,06-01-2024
STATE,LA,,,$2.10,$2.10,securus,06-01-2024
STATE,MA,,,$0.00,$0.00,securus,06-01-2024
STATE,MD,,,$0.48,$0.48,viapath,06-01-2024
STATE,ME,,,$1.35,$1.35,viapath,06-01-2024
STATE,MI,,,$1.10,$1.10,viapath,06-01-2024
STATE,MN,,,$0.00,$0.00,viapath,06-01-2024
STATE,MO,,,$0.75,$0.75,securus,06-01-2024
STATE,MS,,,$0.30,$0.30,viapath,06-01-2024
STATE,MT,,,$0.90,$0.90,ics,06-01-2024
STATE,NC,,,$1.50,$1.50,viapath,06-01-2024
STATE,ND,,,$1.19,$1.19,securus,06-01-2024
STATE,NE,,,$0.49,$0.49,viapath,06-01-2024
STATE,NH,,,$0.20,$0.20,viapath,06-01-2024
STATE,NJ,,,$0.66,$0.66,viapath,06-01-2024
STATE,NM,,,$1.20,$1.20,securus,06-01-2024
STATE,NV,,,$1.65,$1.65,securus,06-01-2024
STATE,NY,,,$0.53,$0.53,securus,06-01-2024
STATE,OH,,,$0.30,$0.30,viapath,06-01-2024
STATE,OK,,,$2.10,$2.10,securus,06-01-2024
STATE,OR,,,$1.35,$1.35,ics,06-01-2024
STATE,PA,,,$0.89,$0.89,securus,06-01-2024
STATE,RI,,,$0.44,$0.44,securus,06-01-2024
STATE,SC,,,$0.83,$0.83,viapath,06-01-2024
STATE,SD,,,$0.90,$0.90,viapath,06-01-2024
STATE,TN,,,$1.65,$1.65,viapath,06-01-2024
STATE,TX,,,$0.90,$0.90,securus,06-01-2024
STATE,UT,,,$1.50,$1.50,viapath,06-01-2024
STATE,VA,,,$0.61,$0.61,viapath,06-01-2024
STATE,VT,,,$0.59,$1.04,viapath,06-01-2024
STATE,WA,,,$0.75,$0.75,securus,06-01-2024
STATE,WI,,,$0.90,$0.90,ics,06-01-2024
STATE,WV,,,$0.60,$0.60,viapath,06-01-2024
STATE,WY,,,$1.65,$1.65,ics,06-01-2024
STATE,FBOP,,,$0.00,$0.00,viapath,06-01-2024
