type,state,county,city,in_state_rate,out_state_rate,provider_company,date_created
STATE,AK,,,$1.28,$1.28,securus,2026-01-14
STATE,AL,,,$1.20,$1.20,ics,2026-01-14
STATE,AR,,,$0.90,$0.90,securus,2026-01-14
STATE,AZ,,,$2.40,$2.40,viapath,2026-01-14
STATE,CA,,,$0.00,$0.00,viapath,2026-01-14
STATE,CO,,,$0.08,$0.08,securus,2026-01-14
STATE,CT,,,$0.00,$0.00,securus,2026-01-14
STATE,DE,,,$0.60,$0.60,viapath,2026-01-14
STATE,FBOP,,,$0.00,$0.00,ics,2026-01-14
STATE,FL,,,$2.03,$2.03,viapath,2026-01-14
STATE,GA,,,$0.90,$0.90,securus,2026-01-14
STATE,HI,,,$0.81,$0.81,viapath,2026-01-14
STATE,IA,,,$0.90,$0.90,ics,2026-01-14
STATE,ID,,,$0.90,$0.90,ics,2026-01-14
STATE,IL,,,$0.12,$0.12,ics,2026-01-14
STATE,IN,,,$2.10,$2.10,viapath,2026-01-14
STATE,KS,,,$0.90,$0.90,ics,2026-01-14
STATE,KY,,,$2.10,$2.10,securus,2026-01-14
STATE,LA,,,$0.90,$0.90,securus,2026-01-14
STATE,MA,,,$0.00,$0.00,securus,2026-01-14
STATE,MD,,,$0.48,$0.48,viapath,2026-01-14
STATE,ME,,,$0.90,$0.90,viapath,2026-01-14
STATE,MI,,,$1.10,$1.10,viapath,2026-01-14
STATE,MN,,,$0.00,$0.00,viapath,2026-01-14
STATE,MO,,,$0.75,$0.75,securus,2026-01-14
STATE,MS,,,$0.30,$0.30,viapath,2026-01-14
STATE,MT,,,$0.90,$0.90,ics,2026-01-14
STATE,NC,,,$1.50,$1.50,viapath,2026-01-14
STATE,ND,,,$1.19,$1.19,securus,2026-01-14
STATE,NE,,,$0.49,$0.49,viapath,2026-01-14
STATE,NH,,,$0.20,$0.20,viapath,2026-01-14
STATE,NJ,,,$0.51,$0.51,viapath,2026-01-14
STATE,NM,,,$0.60,$0.60,smart_communications,2026-01-14
STATE,NV,,,$1.50,$1.50,viapath,2026-01-14
STATE,NY,,,$0.00,$0.00,securus,2026-01-14
STATE,OH,,,$0.30,$0.30,viapath,2026-01-14
STATE,OK,,,$2.10,$2.10,viapath,2026-01-14
STATE,OR,,,$1.35,$1.35,ics,2026-01-14
STATE,PA,,,$0.63,$0.63,securus,2026-01-14
STATE,RI,,,$0.44,$0.44,securus,2026-01-14
STATE,SC,,,$0.83,$0.83,viapath,2026-01-14
STATE,SD,,,$0.90,$0.90,viapath,2026-01-14
STATE,TN,,,$1.13,$1.13,viapath,2026-01-14
STATE,TX,,,$0.90,$0.90,securus,2026-01-14
STATE,UT,,,$1.50,$1.50,viapath,2026-01-14
STATE,VA,,,$0.35,$0.35,viapath,2026-01-14
STATE,VT,,,$0.42,$0.90,ics,2026-01-14
STATE,WA,,,$0.75,$0.75,securus,2026-01-14
STATE,WI,,,$0.90,$0.90,ics,2026-01-14
STATE,WV,,,$0.60,$0.60,viapath,2026-01-14
STATE,WY,,,$1.65,$1.65,ics,2026-01-14
